2026-03-22 10:39:10 | ERROR    | __main__             | [API] 快速解析失败: [0;31mERROR:[0m [twitter] 2035341926044414062: Unable to download JSON metadata: [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028) (caused by SSLError('[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)')); please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 16:55:06 | ERROR    | __main__             | [API] 快速解析失败: https://www.xiaohongshu.com/explore/69aecf82000000002800b96d?xsec_token=ABqZNGZET_fMAIfFednL20bLE4kVkBqjO5uX8dRqG089U=&xsec_source=pc_user - [0;31mERROR:[0m [XiaoHongShu] 69aecf82000000002800b96d: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 16:55:06 | ERROR    | __main__             | [API] DownloadError: [0;31mERROR:[0m [XiaoHongShu] 69aecf82000000002800b96d: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 16:57:03 | ERROR    | __main__             | [API] 快速解析失败: https://www.xiaohongshu.com/explore/698839ee000000000e03d092?xsec_token=ABWYJlG-S-OQUXDPkJio-vMk5hArjn930zVaeV5bSGdgE=&xsec_source=pc_search&source=web_explore_feed - [0;31mERROR:[0m [XiaoHongShu] 698839ee000000000e03d092: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 16:57:04 | ERROR    | __main__             | [API] DownloadError: [0;31mERROR:[0m [XiaoHongShu] 698839ee000000000e03d092: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 17:01:13 | ERROR    | __main__             | [API] 快速解析失败: https://www.xiaohongshu.com/explore/67c1ad4300000000290131fd?xsec_token=ABZhTxLqHjlFD581gdxCaJqMJes2gT_T0IH6BPy4-OXYo=&xsec_source=pc_search&source=web_search_result_notes - [0;31mERROR:[0m [XiaoHongShu] 67c1ad4300000000290131fd: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 17:01:13 | ERROR    | __main__             | [API] DownloadError: [0;31mERROR:[0m [XiaoHongShu] 67c1ad4300000000290131fd: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 17:09:37 | ERROR    | __main__             | [API] 快速解析失败: https://www.xiaohongshu.com/explore/6955c15d000000002103d939?xsec_token=ABjoDClGlRgZIPYAIgrhOjf4p4FKbMZLrR-FzFZlc0HyY=&xsec_source=pc_search&source=web_explore_feed - [0;31mERROR:[0m [XiaoHongShu] 6955c15d000000002103d939: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 17:09:37 | ERROR    | __main__             | [API] DownloadError: [0;31mERROR:[0m [XiaoHongShu] 6955c15d000000002103d939: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 17:10:48 | ERROR    | __main__             | [API] 快速解析失败: https://www.xiaohongshu.com/explore/69bc1219000000001a02755f?xsec_token=ABpcdlzkE2LUOjC8wnHfTzHK5UzlfEeS93ZyUPkyX46k0=&xsec_source=pc_search&source=web_explore_feed - [0;31mERROR:[0m [XiaoHongShu] 69bc1219000000001a02755f: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 17:10:49 | ERROR    | __main__             | [API] DownloadError: [0;31mERROR:[0m [XiaoHongShu] 69bc1219000000001a02755f: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 17:11:48 | ERROR    | __main__             | [API] 快速解析失败: https://www.xiaohongshu.com/explore/69b760ba0000000023025eb5?xsec_token=ABNtZLaoE0obNobTKtB3E2bLFtfg4P2GvuAzCX5R7RYnY=&xsec_source=pc_search&source=web_explore_feed - [0;31mERROR:[0m [XiaoHongShu] 69b760ba0000000023025eb5: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 17:11:49 | ERROR    | __main__             | [API] DownloadError: [0;31mERROR:[0m [XiaoHongShu] 69b760ba0000000023025eb5: No video formats found!; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U
2026-03-22 18:35:41 | ERROR    | __main__             | [API] DownloadError: [0;31mERROR:[0m Unsupported URL: https://www.douyin.com/jingxuan?modal_id=7618207592698950114
